27.05,49.21666667
29.76666667,52.58333333
30.36666667,35.31666667
30.8,45.98333333
30.93333333,34.48333333
30.95,34.6
30.95,34.6
30.95,46
30.95,46.1
31.21666667,45.9
31.3,45.65
31.3,45.65
31.45,51.15
31.63333333,35.26666667
31.65,36.85
31.68333333,36.73333333
31.85,34.7
31.85,35.43333333
31.91666667,35.93333333
32.2,48.21666667
32.28333333,35.88333333
32.41666667,34.9
32.55,44.63333333
32.55,47.31666667
32.58333333,47.25
32.61666667,35.53333333
32.61666667,47.25
32.63333333,35.11666667
32.65,35.13333333
32.66666667,34.93333333
32.68333333,44.8
32.7,35
32.7,35.2
32.71666667,45.18333333
32.95,35.31666667
33.01666667,35.13333333
33.11666667,35.56666667
33.16666667,35.55
33.18333333,35.63333333
33.21666667,35.58333333
33.23333333,35.58333333
33.36666667,36.55
33.4,36.1
33.4,36.51666667
33.5,36.53333333
33.63333333,35.78333333
33.71666667,37.05
33.75,45.53333333
33.78333333,35.8
33.78333333,45.38333333
33.91666667,36.16666667
34,36.05
34.05,36.05
34.08333333,36.11666667
34.08333333,36.45
34.11666667,35.65
34.11666667,43.08333333
34.11666667,45.16666667
34.16666667,45
34.16666667,45.13333333
,
34.18333333,36.31666667
34.2,45.01666667
34.3,47.18333333
,
34.36666667,47.08333333
34.38333333,44.78333333
34.4,36.38333333
34.4,44.98333333
34.45,40.95
34.45,48.03333333
34.55,36.46666667
34.55,36.55
34.58333333,36.26666667
34.58333333,48.86666667
34.83333333,35.93333333
35.06666667,40.38333333
35.06666667,44.05
35.13333333,36.75
35.16666667,44.85
35.18333333,38.86666667
35.2,43.36666667
35.25,38.85
35.25,38.85
35.3,40.25
35.31666667,35.93333333
35.51666667,44.93333333
35.53333333,44.93333333
35.55,44.86666667
35.56666667,44.95
35.58333333,36.51666667
35.6,35.8
35.6,42.4
35.61666667,45.13333333
35.81666667,36.45
35.81666667,36.45
35.81666667,45.01666667
35.83333333,#VALUE!
35.88333333,36.5
35.9,36.5
35.98333333,37
36.01666667,38.11666667
36.03333333,43.21666667
36.08333333,40.7
36.1,38.11666667
36.1,43.8
36.1,43.8
36.15,44.91666667
36.16666667,44.01666667
36.2,44.95
36.21666667,37.18333333
36.25,36.55
36.25,36.56666667
36.26666667,36.6
36.3,39.01666667
36.3,43.68333333
36.31666667,43.51666667
36.33333333,36.4
36.33333333,37.25
36.35,37.23333333
36.35,42.35
36.35,42.35
36.35,42.35
36.35,43.16666667
36.36666667,37.28333333
36.36666667,39.06666667
36.36666667,42.31666667
36.36666667,43.2
36.36666667,47.45
36.38333333,42.6
36.4,42.31666667
36.4,43.66666667
36.43333333,42.36666667
36.43333333,43.8
36.45,39.1
36.46666667,43.26666667
36.46666667,54.98333333
36.48333333,39.1
36.48333333,39.1
36.48333333,39.1
36.5,37.03333333
36.5,37.33333333
36.51666667,39.03333333
36.51666667,39.1
36.51666667,39.1
36.51666667,39.1
36.55,34.21666667
36.56666667,39.01666667
36.58333333,33.41666667
36.58333333,37.35
36.61666667,38.01666667
36.61666667,38.98333333
36.63333333,37.05
36.63333333,37.05
36.63333333,40.66666667
36.65,35.46666667
36.65,41.06666667
36.65,49.98333333
36.66666667,39.83333333
36.66666667,44.53333333
36.71666667,42.88333333
36.78333333,44.28333333
36.8,44.28333333
36.81666667,40.05
36.83333333,34.56666667
36.83333333,38
36.83333333,40.06666667
36.86666667,37.96666667
36.86666667,40.9
36.91666667,34.91666667
36.91666667,38.01666667
36.91666667,45.41666667
36.95,30.65
36.96666667,45.4
36.96666667,45.46666667
37.3,36.33333333
37.01666667,38.9
37.01666667,40.88333333
37.03333333,35.9
37.03333333,38.86666667
37.05,37.98333333
37.06666667,30.06666667
37.06666667,30.55
37.06666667,37.38333333
37.11666667,38.25
37.13333333,36.9
37.15,35.91666667
37.16666667,36.9
37.18333333,38.75
37.18333333,55.13333333
37.21666667,38.91666667
37.21666667,39.98333333
37.23333333,39.71666667
37.25,30.26666667
37.26666667,33.33333333
37.26666667,33.33333333
37.28333333,30.46666667
37.28333333,38.81666667
37.3,39.65
37.33333333,38.5
37.33333333,44.86666667
37.35,31.93333333
37.36666667,31.85
37.36666667,38.36666667
37.4,41.5
37.46666667,38.48333333
37.48333333,38.33333333
37.48333333,38.41666667
37.51666667,38.55
37.55,37.36666667
37.56666667,31.68333333
37.56666667,31.85
37.58333333,38.65
37.66666667,32.83333333
37.66666667,32.85
37.71666667,28.8
37.71666667,30.06666667
37.71666667,41.81666667
37.75,31.65
37.75,38.96666667
37.83333333,34.6
37.83333333,38.95
37.88333333,31.53333333
37.9,40.25
37.9,40.25
37.91666667,34.5
37.93333333,41.08333333
37.95,45.98333333
38.11666667,35.15
38.16666667,34.51666667
38.16666667,39.71666667
38.21666667,39.75
38.21666667,39.81666667
38.21666667,41.1
38.23333333,41.25
38.25,29.76666667
38.28333333,34.58333333
38.28333333,39.73333333
38.28333333,39.76666667
38.33333333,34.2
38.33333333,34.21666667
38.35,34.21666667
38.35,34.23333333
38.36666667,34.45
38.36666667,39.8
38.38333333,38.36666667
38.4,38.75
38.43333333,34.13333333
38.43333333,38.68333333
38.45,43.33333333
38.46666667,38.36666667
38.46666667,38.48333333
38.46666667,40.26666667
38.51666667,33.83333333
,
38.55,43.45
38.56666667,32.93333333
38.56666667,34.93333333
38.58333333,35.16666667
38.61666667,39.56666667
38.63333333,39.41666667
38.63333333,39.53333333
38.65,39.45
38.7,39.91666667
38.71666667,39.9
38.8,38.95
38.86666667,38.96666667
38.88333333,38.9
38.9,38.83333333
39.48333333,26.08333333
39.78333333,26.15
39.85,30.26666667
